name,age,season,mv,potential,transfer_no,apearance,goal,assist,yellow,yellow2,red
wiston-fernandez,19,17,158000.0,73.1,1,9,0,0,2,0,0
alexander-machado,17,19,45000.0,73.1,1,30,2,2,2,0,0
brahyan-pinheiro,22,17,45000.0,73.1,1,5,0,1,0,0,0
bryan-bentaberry,22,19,90000.0,73.1,4,1,0,0,0,0,0
bryan-bentaberry,22,18,68000.0,73.1,3,8,0,1,1,0,2
bryan-bentaberry,21,18,68000.0,73.1,2,8,0,1,1,0,2
bryan-bentaberry,19,16,68000.0,73.1,1,0,0,0,0,0,0
cristian-cruz,23,20,270000.0,73.1,3,15,1,0,1,0,0
cristian-cruz,22,20,90000.0,73.1,2,15,1,0,1,0,0
cristian-cruz,18,16,270000.0,73.1,1,1,0,0,1,0,0
emiliano-sosa,22,15,90000.0,73.1,1,2,0,0,0,0,0
emiliano-villar,21,20,90000.0,73.1,2,12,2,5,0,0,0
facundo-moreira,31,20,225000.0,73.1,8,11,0,0,3,0,0
facundo-moreira,30,19,315000.0,73.1,7,20,0,0,5,0,1
facundo-moreira,29,18,315000.0,73.1,6,34,0,1,5,0,1
facundo-moreira,28,17,293000.0,73.1,5,17,1,1,3,0,1
facundo-moreira,27,16,293000.0,73.1,4,35,5,1,10,0,0
facundo-moreira,26,15,203000.0,73.1,3,30,6,2,4,1,0
facundo-moreira,25,14,113000.0,73.1,2,16,0,0,6,1,1
facundo-moreira,24,13,68000.0,73.1,1,5,1,0,0,0,0
federico-andrade,19,19,68000.0,73.1,1,0,0,0,0,0,0
felipe-klein,27,14,383000.0,73.1,6,14,2,0,2,0,0
felipe-klein,26,13,383000.0,73.1,5,28,0,3,9,0,1
franco-lopez,25,17,180000.0,73.1,2,31,7,5,4,0,1
franco-lopez,23,15,383000.0,73.1,1,7,1,0,1,0,0
gaston-filgueira,34,20,135000.0,73.1,9,6,0,0,1,1,1
gaston-filgueira,34,19,135000.0,73.1,8,19,0,1,11,1,0
gaston-filgueira,31,17,585000.0,73.1,7,33,0,2,12,0,0
gaston-filgueira,28,14,383000.0,73.1,6,28,1,1,7,1,0
gaston-filgueira,27,13,383000.0,73.1,5,0,0,0,0,0,0
gaston-filgueira,26,12,383000.0,73.1,4,11,0,1,8,1,0
gaston-filgueira,24,10,450000.0,73.1,3,1,0,0,0,1,0
gaston-filgueira,22,8,1310000.0,73.1,2,2,0,0,1,0,0
gaston-filgueira,21,7,450000.0,73.1,1,3,0,0,3,0,0
leandro-paiva,27,20,270000.0,73.1,6,10,2,1,3,0,0
leandro-paiva,26,20,270000.0,73.1,5,10,2,1,3,0,0
leandro-paiva,25,19,270000.0,73.1,4,18,3,0,0,0,1
leandro-paiva,24,18,270000.0,73.1,3,31,8,5,4,0,0
leandro-paiva,22,16,315000.0,73.1,2,3,0,0,0,0,0
leandro-paiva,19,13,315000.0,73.1,1,2,0,0,0,0,0
gonzalo-pintos,21,19,315000.0,73.1,1,8,0,0,0,0,0
ignacio-yepez,22,20,90000.0,73.1,3,8,0,1,2,0,0
ignacio-yepez,21,19,90000.0,73.1,2,13,4,0,1,0,0
joaquin-boghossian,33,20,180000.0,73.1,15,8,0,0,0,0,0
joaquin-boghossian,32,19,270000.0,73.1,14,23,1,0,1,1,0
joaquin-boghossian,31,18,360000.0,73.1,13,17,3,0,1,0,0
joaquin-boghossian,30,17,360000.0,73.1,12,14,1,0,1,0,0
joaquin-boghossian,29,16,270000.0,73.1,11,24,5,6,2,0,0
joaquin-boghossian,28,15,450000.0,73.1,10,20,3,0,1,0,0
joaquin-boghossian,27,14,450000.0,73.1,9,2,0,0,0,0,0
joaquin-boghossian,26,13,600000.0,73.1,8,24,2,1,2,1,0
joaquin-boghossian,25,12,765000.0,73.1,7,25,6,1,3,0,0
joaquin-boghossian,24,11,900000.0,73.1,6,2,0,0,1,0,0
joaquin-boghossian,23,10,2700000.0,73.1,5,29,2,1,4,0,0
joaquin-boghossian,22,9,2700000.0,73.1,4,34,17,1,6,0,0
jose-tancredi,36,19,68000.0,73.1,11,35,6,5,7,0,2
jose-tancredi,35,18,68000.0,73.1,10,21,5,6,5,0,0
jose-tancredi,34,17,101500.0,73.1,9,17,2,5,4,0,0
jose-tancredi,33,16,225000.0,73.1,8,30,3,5,4,0,0
jose-tancredi,32,15,405000.0,73.1,7,12,1,4,5,0,0
jose-tancredi,30,13,585000.0,73.1,5,8,1,0,2,0,0
jose-tancredi,28,11,585000.0,73.1,4,28,1,3,4,0,0
jose-tancredi,27,10,585000.0,73.1,3,6,0,0,2,0,0
kevin-moreira,21,18,585000.0,73.1,1,2,0,0,0,0,0
maicol-cabrera,24,20,585000.0,73.1,9,10,4,0,2,0,1
maicol-cabrera,24,19,585000.0,73.1,8,18,2,1,1,1,0
maicol-cabrera,23,19,585000.0,73.1,7,18,2,1,1,1,0
maicol-cabrera,22,18,585000.0,73.1,6,19,4,3,3,0,0
maicol-cabrera,22,17,585000.0,73.1,5,10,1,0,1,0,0
maicol-cabrera,21,17,585000.0,73.1,4,10,1,0,1,0,0
maicol-cabrera,21,16,585000.0,73.1,3,11,0,0,0,0,0
maicol-cabrera,20,16,585000.0,73.1,2,11,0,0,0,0,0
mario-garcia,21,20,585000.0,73.1,1,11,0,0,4,0,0
leandro-gonzalez-pirez,28,20,2025000.0,73.1,7,15,1,2,8,0,0
leandro-gonzalez-pirez,25,17,2340000.0,73.1,6,34,1,3,11,0,1
leandro-gonzalez-pirez,24,16,1620000.0,73.1,5,4,0,0,2,0,0
leandro-gonzalez-pirez,23,15,900000.0,73.1,4,12,0,1,1,0,0
leandro-gonzalez-pirez,22,14,1053333.3329999999,73.1,3,35,2,0,7,1,0
leandro-gonzalez-pirez,21,13,1130000.0,73.1,2,21,0,1,7,1,0
leandro-gonzalez-pirez,19,11,23000.0,73.1,1,6,0,0,2,0,0
mathias-silvera,21,20,23000.0,73.1,1,8,0,1,2,0,0
nahuel-furtado,21,19,23000.0,73.1,1,11,0,1,1,0,0
nicolas-ramos,21,20,23000.0,73.1,1,5,0,0,0,0,0
pablo-lacoste,32,20,135000.0,73.1,6,6,0,0,1,0,0
pablo-lacoste,29,17,315000.0,73.1,5,30,1,1,11,1,0
pablo-lacoste,28,16,330000.0,73.1,4,16,0,0,3,0,0
richard-pellejero,39,15,68000.0,73.1,11,27,0,0,11,0,0
richard-pellejero,37,13,90000.0,73.1,10,28,0,2,8,0,1
richard-pellejero,34,10,225000.0,73.1,8,49,2,0,15,2,2
richard-pellejero,29,5,225000.0,73.1,4,2,0,0,0,0,0
rodrigo-izquierdo,26,19,360000.0,73.1,3,30,1,0,6,0,0
rodrigo-izquierdo,24,17,135000.0,73.1,2,41,0,1,4,0,0
rodrigo-izquierdo,21,14,360000.0,73.1,1,0,0,0,0,0,0
ronald-alvarez,20,18,360000.0,73.1,1,5,0,0,0,0,0
adrian-sanchez,22,20,225000.0,73.1,2,12,0,0,2,0,0
adrian-sanchez,21,20,360000.0,73.1,1,12,0,0,2,0,0
agustin-heredia,22,19,90000.0,73.1,2,13,0,0,5,0,0
angel-cayetano,29,20,293000.0,73.1,6,14,0,0,5,0,0
angel-cayetano,28,19,293000.0,73.1,5,2,0,0,1,0,0
angel-cayetano,25,16,293000.0,73.1,4,26,0,0,8,0,1
angel-cayetano,24,15,360000.0,73.1,3,21,2,1,8,1,0
angel-cayetano,23,14,315000.0,73.1,2,15,0,0,2,1,0
angel-cayetano,20,11,315000.0,73.1,1,4,0,0,0,0,0
axel-muller,24,20,180000.0,73.1,8,5,0,0,0,0,0
axel-muller,24,19,180000.0,73.1,7,7,0,2,2,0,0
axel-muller,23,19,180000.0,73.1,6,7,0,2,2,0,0
axel-muller,23,18,135000.0,73.1,5,16,2,1,6,0,0
axel-muller,22,18,135000.0,73.1,4,16,2,1,6,0,0
axel-muller,19,15,68000.0,73.1,2,28,15,3,2,0,0
borys-barone,24,18,158000.0,73.1,4,27,9,2,4,0,1
borys-barone,23,17,158000.0,73.1,3,2,0,0,0,0,0
borys-barone,22,16,135000.0,73.1,2,5,0,0,0,0,0
borys-barone,21,15,135000.0,73.1,1,10,0,0,2,0,0
brian-ferrares,20,20,68000.0,73.1,2,10,1,0,0,0,1
brian-ferrares,18,18,68000.0,73.1,1,2,0,0,0,0,0
clever-quintana,21,19,158000.0,73.1,5,3,1,0,1,0,0
clever-quintana,21,18,158000.0,73.1,4,16,1,1,2,0,0
clever-quintana,20,18,158000.0,73.1,3,16,1,1,2,0,0
clever-quintana,19,17,90000.0,73.1,2,16,1,0,4,0,1
clever-quintana,18,16,135000.0,73.1,1,0,0,0,0,0,0
emilio-mac-eachen,27,19,270000.0,73.1,9,5,0,0,1,0,0
emilio-mac-eachen,26,18,270000.0,73.1,8,3,0,0,2,0,0
emilio-mac-eachen,26,17,270000.0,73.1,7,30,2,0,6,0,0
emilio-mac-eachen,25,17,270000.0,73.1,6,30,2,0,6,0,0
emilio-mac-eachen,25,16,270000.0,73.1,5,24,0,1,2,0,1
emilio-mac-eachen,24,16,360000.0,73.1,4,24,0,1,2,0,1
emilio-mac-eachen,20,12,225000.0,73.1,2,13,1,0,4,0,0
emilio-mac-eachen,19,11,270000.0,73.1,1,7,0,0,1,0,0
enrique-etcheverry,25,20,225000.0,73.1,5,5,0,0,2,0,1
enrique-etcheverry,23,19,225000.0,73.1,4,19,0,2,7,0,0
enrique-etcheverry,23,18,225000.0,73.1,3,19,0,1,5,0,0
enrique-etcheverry,20,16,158000.0,73.1,2,11,0,0,3,0,1
enzo-borges,34,20,180000.0,73.1,13,17,10,1,1,0,0
enzo-borges,33,19,180000.0,73.1,12,22,13,2,0,0,0
enzo-borges,32,18,180000.0,73.1,11,25,12,3,3,0,0
enzo-borges,31,17,248000.0,73.1,10,36,11,1,2,0,0
enzo-borges,30,16,225000.0,73.1,9,39,17,4,4,0,0
enzo-borges,29,15,248000.0,73.1,8,9,1,0,1,0,0
enzo-borges,27,13,248000.0,73.1,7,9,1,0,1,0,0
gonzalo-lamardo,24,20,270000.0,73.1,5,12,0,1,1,0,0
gonzalo-lamardo,23,20,68000.0,73.1,4,12,0,1,1,0,0
gonzalo-lamardo,23,19,68000.0,73.1,3,5,0,1,1,0,0
gonzalo-lamardo,22,19,68000.0,73.1,2,5,0,1,1,0,0
gonzalo-lamardo,20,17,68000.0,73.1,1,1,0,0,0,0,0
gonzalo-latorre,24,20,68000.0,73.1,3,7,0,2,2,0,0
gonzalo-latorre,19,15,225000.0,73.1,1,8,0,1,0,0,0
guillermo-may,23,20,270000.0,73.1,4,10,3,0,3,0,0
guillermo-may,22,20,135000.0,73.1,3,10,3,0,3,0,0
guillermo-may,21,19,135000.0,73.1,2,2,3,0,0,0,0
guillermo-may,20,18,135000.0,73.1,1,29,4,0,0,0,0
hamilton-pereira,33,20,45000.0,73.1,12,13,0,0,3,0,0
hamilton-pereira,32,19,45000.0,73.1,11,12,2,0,4,0,0
hamilton-pereira,31,18,315000.0,73.1,10,4,0,0,0,0,0
hamilton-pereira,30,17,360000.0,73.1,9,13,1,1,1,0,0
hamilton-pereira,29,16,720000.0,73.1,8,17,0,1,5,0,0
hamilton-pereira,29,15,720000.0,73.1,7,52,2,3,9,0,1
hamilton-pereira,28,15,697500.0,73.1,6,52,2,3,9,0,1
hamilton-pereira,27,14,270000.0,73.1,5,39,5,3,11,0,2
hamilton-pereira,24,11,180000.0,73.1,4,13,0,1,2,0,0
hamilton-pereira,23,10,135000.0,73.1,3,5,0,0,0,0,0
hugo-dorrego,26,18,270000.0,73.1,7,27,1,3,10,1,0
hugo-dorrego,25,18,225000.0,73.1,6,27,1,3,10,1,0
hugo-dorrego,23,16,225000.0,73.1,5,6,0,0,0,0,0
hugo-dorrego,22,15,225000.0,73.1,4,16,0,0,1,0,0
hugo-dorrego,22,14,225000.0,73.1,3,8,0,0,0,1,0
hugo-dorrego,21,14,180000.0,73.1,2,8,0,0,0,1,0
hugo-dorrego,20,13,225000.0,73.1,1,7,0,1,2,0,1
hugo-magallanes,24,20,270000.0,73.1,6,11,0,0,7,0,0
hugo-magallanes,23,20,180000.0,73.1,5,11,0,0,7,0,0
hugo-magallanes,22,19,225000.0,73.1,4,14,0,2,0,0,0
hugo-magallanes,20,17,68000.0,73.1,3,5,0,0,2,0,0
hugo-magallanes,19,16,68000.0,73.1,2,3,0,0,0,0,0
jonathan-jorge,21,20,68000.0,73.1,3,5,0,0,2,0,0
jonathan-jorge,18,17,68000.0,73.1,1,1,0,0,0,0,0
luis-miguel-rodriguez,34,19,1350000.0,73.1,6,62,16,20,8,0,0
luis-miguel-rodriguez,25,10,1350000.0,73.1,4,50,8,2,4,0,0
matias-tavares,23,20,1350000.0,73.1,3,8,0,0,0,0,0
mauricio-gomez,26,20,675000.0,73.1,4,6,0,0,0,0,0
mauricio-gomez,24,18,619000.0,73.1,3,34,3,3,3,0,0
mauricio-gomez,21,15,563000.0,73.1,2,11,0,2,1,0,0
mauro-brasil,22,20,270000.0,73.1,7,11,0,0,3,1,0
mauro-brasil,21,20,270000.0,73.1,6,11,0,0,3,1,0
mauro-brasil,21,19,270000.0,73.1,5,21,1,1,11,0,0
mauro-brasil,20,19,225000.0,73.1,4,21,1,1,11,0,0
mauro-brasil,20,18,225000.0,73.1,3,15,0,2,3,2,1
mauro-brasil,19,18,225000.0,73.1,2,15,0,2,3,2,1
mauro-brasil,18,17,225000.0,73.1,1,14,1,0,4,0,0
nicolas-leites,22,20,135000.0,73.1,4,7,0,0,1,0,0
nicolas-leites,20,18,180000.0,73.1,3,17,0,1,4,0,0
nicolas-leites,19,17,124000.0,73.1,2,13,4,1,4,0,1
damian-suarez,27,15,2700000.0,73.1,4,66,0,6,18,0,2
damian-suarez,24,12,900000.0,73.1,3,66,2,6,22,0,2
damian-suarez,23,11,405000.0,73.1,2,90,2,6,20,0,2
damian-suarez,19,7,900000.0,73.1,1,4,0,0,0,0,0
richard-dorrego,25,20,158000.0,73.1,4,2,0,0,0,0,0
richard-dorrego,24,19,135500.0,73.1,3,15,1,0,1,0,0
richard-dorrego,23,18,113000.0,73.1,2,22,1,0,6,1,0
martin-ferreira,27,19,180000.0,73.1,6,16,2,1,1,0,0
martin-ferreira,26,18,180000.0,73.1,5,27,0,1,3,0,1
martin-ferreira,24,16,180000.0,73.1,4,3,0,0,1,0,0
martin-ferreira,23,15,180000.0,73.1,3,23,0,0,4,0,0
santiago-merlo,22,20,68000.0,73.1,1,2,0,0,0,0,0
sergio-montero,23,20,45000.0,73.1,4,3,2,0,0,0,0
sergio-montero,21,18,45000.0,73.1,3,1,0,0,0,0,0
sergio-montero,20,17,45000.0,73.1,2,1,0,0,0,0,0
sergio-montero,19,16,45000.0,73.1,1,0,0,0,0,0,0
tomas-fernandez,21,19,68000.0,73.1,2,28,6,2,8,0,0
tomas-fernandez,20,18,68000.0,73.1,1,40,0,10,8,0,0
briam-acosta,24,20,225000.0,73.1,4,13,1,0,0,0,0
briam-acosta,23,20,225000.0,73.1,3,13,1,0,0,0,0
briam-acosta,22,19,225000.0,73.1,2,25,2,3,2,0,1
briam-acosta,20,17,225000.0,73.1,1,13,0,0,3,0,0
carlos-grossmuller,35,17,68000.0,73.1,11,28,5,4,9,0,0
carlos-grossmuller,34,17,68000.0,73.1,10,28,5,4,9,0,0
carlos-grossmuller,32,15,180000.0,73.1,9,27,3,1,1,0,0
carlos-grossmuller,30,13,450000.0,73.1,8,17,0,5,5,0,0
carlos-grossmuller,27,10,790000.0,73.1,6,48,6,1,8,0,1
carlos-grossmuller,24,7,3600000.0,73.1,4,23,1,3,4,0,2
diego-bustos,18,19,495000.0,73.1,1,0,0,0,0,0,0
diego-ifran,30,17,1350000.0,73.1,7,11,4,2,2,0,0
diego-ifran,29,16,810000.0,73.1,6,30,8,3,3,0,0
diego-ifran,28,15,900000.0,73.1,5,4,1,0,1,0,0
diego-ifran,27,14,1350000.0,73.1,4,28,11,5,5,0,0
diego-ifran,23,10,1350000.0,73.1,3,32,18,0,5,0,0
diego-martinones,35,20,68000.0,73.1,12,15,4,1,4,0,1
diego-martinones,34,19,101500.0,73.1,11,6,3,2,3,0,0
diego-martinones,33,18,135000.0,73.1,10,34,11,2,6,0,0
diego-martinones,31,16,225000.0,73.1,9,17,2,2,2,0,0
diego-martinones,30,15,360000.0,73.1,8,13,2,0,3,0,0
diego-martinones,29,14,281500.0,73.1,7,15,3,0,3,0,0
diego-martinones,28,13,203000.0,73.1,6,1,0,0,0,0,0
diego-martinones,27,12,135500.0,73.1,5,49,21,2,9,0,1
diego-martinones,26,11,68000.0,73.1,4,15,7,1,3,0,0
diego-martinones,23,8,68000.0,73.1,1,12,3,1,2,0,0
emiliano-ancheta,19,18,68000.0,73.1,1,10,0,0,4,0,0
enzo-siri,18,20,68000.0,73.1,1,0,0,0,0,0,0
facundo-labandeira,23,19,180000.0,73.1,4,11,1,2,1,0,0
facundo-labandeira,23,18,113000.0,73.1,3,21,6,3,0,0,0
facundo-labandeira,22,18,113000.0,73.1,2,21,6,3,0,0,0
facundo-labandeira,21,17,113000.0,73.1,1,0,0,0,0,0,0
facundo-silvera,20,17,90000.0,73.1,1,4,0,0,0,0,0
gonzalo-montes,25,20,270000.0,73.1,6,15,0,2,1,0,1
gonzalo-montes,24,19,225000.0,73.1,5,23,1,0,8,2,0
gonzalo-montes,23,18,180000.0,73.1,4,27,2,2,7,0,0
gonzalo-montes,22,17,150000.0,73.1,3,22,2,0,0,0,0
gonzalo-montes,20,15,135000.0,73.1,2,12,0,0,0,0,0
gonzalo-montes,17,12,135000.0,73.1,1,3,0,1,0,0,0
jose-luis-rodriguez,23,20,810000.0,73.1,3,14,0,1,0,0,0
jose-luis-rodriguez,22,19,720000.0,73.1,2,9,0,1,1,0,1
jose-luis-rodriguez,19,16,810000.0,73.1,1,14,2,0,0,1,0
juan-gutierrez,18,20,698000.0,73.1,2,11,1,0,1,0,0
juan-gutierrez,16,18,810000.0,73.1,1,9,1,0,0,0,0
julio-dominguez,18,6,810000.0,73.1,1,33,0,0,6,0,0
leandro-onetto,24,20,180000.0,73.1,4,4,0,0,0,0,0
leandro-onetto,23,20,180000.0,73.1,3,4,0,0,0,0,0
leandro-onetto,22,19,135000.0,73.1,2,6,0,1,0,0,0
leandro-onetto,20,17,180000.0,73.1,1,28,1,4,5,0,0
lucas-monzon,19,20,180000.0,73.1,1,7,0,0,2,1,0
lucas-rodriguez,23,19,3420000.0,73.1,3,215,35,15,45,0,0
lucas-rodriguez,22,19,2930000.0,73.1,2,215,35,15,45,0,0
lucas-rodriguez,18,15,3420000.0,73.1,1,35,0,0,0,0,0
luciano-nequecaur,28,20,270000.0,73.1,7,15,4,1,6,0,0
luciano-nequecaur,27,19,540000.0,73.1,6,14,2,0,2,0,0
luciano-nequecaur,26,18,540000.0,73.1,5,32,11,2,11,0,0
luciano-nequecaur,25,17,68000.0,73.1,4,33,14,2,5,0,2
luciano-nequecaur,24,16,68000.0,73.1,3,3,1,0,1,0,0
luciano-nequecaur,23,15,56500.0,73.1,2,8,1,1,2,0,0
luciano-nequecaur,21,13,68000.0,73.1,1,1,0,0,0,0,0
maicol-ferreira,22,20,45000.0,73.1,3,14,4,2,3,0,0
maicol-ferreira,22,19,45000.0,73.1,2,18,1,0,6,0,0
maicol-ferreira,21,19,45000.0,73.1,1,18,1,0,6,0,0
martin-amuz,19,16,45000.0,73.1,1,1,0,0,0,0,0
matias-deorta,20,20,45000.0,73.1,1,1,0,0,0,0,0
matias-jones,28,19,210000.0,73.1,7,12,2,2,2,0,0
matias-jones,25,16,405000.0,73.1,6,26,3,4,3,0,0
matias-jones,23,14,405000.0,73.1,4,15,2,0,2,0,0
matias-jones,22,13,480000.0,73.1,3,1,0,0,0,0,0
matias-jones,20,11,180000.0,73.1,2,25,3,2,1,0,0
mauricio-victorino,37,19,45000.0,73.1,14,9,1,0,1,0,0
mauricio-victorino,35,17,90000.0,73.1,12,2,0,0,0,0,0
mauricio-victorino,34,16,450000.0,73.1,11,33,1,0,1,1,0
mauricio-victorino,33,15,675000.0,73.1,10,0,0,0,0,0,0
mauricio-victorino,33,14,450000.0,73.1,9,17,1,0,7,0,0
mauricio-victorino,32,14,450000.0,73.1,8,17,1,0,7,0,0
mauricio-victorino,29,11,1080000.0,73.1,7,23,0,0,5,0,0
mauricio-victorino,27,9,450000.0,73.1,6,38,5,1,6,0,0
mauricio-victorino,24,6,450000.0,73.1,4,29,3,0,1,1,0
maximiliano-rodriguez,19,18,450000.0,73.1,1,8,0,0,2,0,0
nicolas-pantaleone,26,19,180000.0,73.1,4,18,2,0,4,0,0
nicolas-pantaleone,25,18,203000.0,73.1,3,15,0,1,5,1,0
nicolas-pantaleone,23,16,180000.0,73.1,2,15,1,1,4,0,0
nicolas-pantaleone,21,14,45000.0,73.1,1,3,0,0,0,0,1
nicolas-prieto,28,20,270000.0,73.1,8,14,0,0,5,0,0
nicolas-prieto,27,19,270000.0,73.1,7,0,0,0,0,0,0
nicolas-prieto,26,18,158000.0,73.1,6,41,2,1,9,0,0
nicolas-prieto,26,17,158000.0,73.1,5,34,0,1,5,0,0
nicolas-prieto,25,17,135000.0,73.1,4,34,0,1,5,0,0
nicolas-prieto,25,16,135000.0,73.1,3,16,0,4,2,0,0
nicolas-prieto,24,16,113000.0,73.1,2,16,0,4,2,0,0
nicolas-prieto,21,13,135000.0,73.1,1,11,0,0,3,0,0
pablo-fernandez,23,19,225000.0,73.1,3,64,14,2,8,0,0
pablo-fernandez,19,15,225000.0,73.1,2,62,10,0,6,0,0
pablo-fernandez,18,14,225000.0,73.1,1,22,8,0,2,0,0
pablo-siles,20,17,225000.0,73.1,1,4,0,0,0,0,0
patricio-gregorio,22,20,135000.0,73.1,3,16,2,3,2,0,0
patricio-gregorio,21,20,68000.0,73.1,2,16,2,3,2,0,0
patricio-gregorio,19,18,135000.0,73.1,1,1,0,0,1,0,0
rodrigo-pineiro,21,20,180000.0,73.1,5,14,2,3,4,0,0
rodrigo-pineiro,21,19,180000.0,73.1,4,22,4,2,4,0,0
rodrigo-pineiro,20,19,142666.6667,73.1,3,22,4,2,4,0,0
rodrigo-pineiro,19,18,68000.0,73.1,2,11,0,0,3,0,0
rodrigo-pineiro,18,17,68000.0,73.1,1,29,3,2,0,0,0
santiago-mederos,21,19,68000.0,73.1,1,27,2,1,8,0,0
santiago-paiva,19,18,68000.0,73.1,1,7,3,0,1,1,0
yeferson-quintana,24,20,315333.3333,73.1,6,9,2,1,1,0,0
yeferson-quintana,24,19,360000.0,73.1,5,20,0,0,5,1,0
yeferson-quintana,23,19,405000.0,73.1,4,20,0,0,5,1,0
yeferson-quintana,23,18,405000.0,73.1,3,19,2,0,5,0,0
yeferson-quintana,22,18,135000.0,73.1,2,19,2,0,5,0,0
yeferson-quintana,20,16,405000.0,73.1,1,10,3,0,3,0,0
adolfo-lima,30,20,270000.0,73.1,13,10,2,1,0,0,0
adolfo-lima,29,19,383000.0,73.1,12,28,4,4,3,0,0
adolfo-lima,28,18,383000.0,73.1,11,3,1,0,2,0,0
adolfo-lima,27,17,383000.0,73.1,10,4,0,0,0,0,0
adolfo-lima,25,15,338000.0,73.1,9,23,1,5,1,0,0
adolfo-lima,25,14,338000.0,73.1,8,12,4,2,5,0,0
adolfo-lima,24,14,338000.0,73.1,7,12,4,2,5,0,0
adolfo-lima,24,13,338000.0,73.1,6,14,0,0,1,0,1
adolfo-lima,23,13,338000.0,73.1,5,14,0,0,1,0,1
adolfo-lima,23,12,338000.0,73.1,4,27,4,2,4,0,0
adolfo-lima,22,12,338000.0,73.1,3,27,4,2,4,0,0
omar-gonzalez,31,19,1800000.0,73.1,6,16,1,1,0,0,0
omar-gonzalez,30,18,2070000.0,73.1,5,36,2,0,6,0,0
omar-gonzalez,28,16,900000.0,73.1,4,41,0,1,7,0,0
omar-gonzalez,24,12,360000.0,73.1,3,25,3,0,3,0,0
omar-gonzalez,21,9,360000.0,73.1,2,34,1,1,5,0,0
alvaro-gonzalez,30,20,5850000.0,73.1,7,10,0,0,4,0,0
alvaro-gonzalez,29,19,7200000.0,73.1,6,24,1,0,6,0,1
alvaro-gonzalez,26,16,3600000.0,73.1,5,34,1,1,11,0,0
alvaro-gonzalez,24,14,2250000.0,73.1,4,42,1,0,17,0,0
alvaro-gonzalez,22,12,1800000.0,73.1,3,37,1,0,14,0,2
alvaro-gonzalez,21,11,1800000.0,73.1,2,35,1,0,15,0,0
alvaro-gonzalez,19,9,1800000.0,73.1,1,23,0,0,8,0,0
alvaro-navarro,33,18,720000.0,73.1,11,15,8,1,2,0,0
alvaro-navarro,32,17,720000.0,73.1,10,1,0,0,0,0,0
alvaro-navarro,31,16,1130000.0,73.1,9,35,8,0,2,0,0
alvaro-navarro,31,15,1130000.0,73.1,8,24,11,4,2,0,0
alvaro-navarro,30,15,900000.0,73.1,7,24,11,4,2,0,0
alvaro-navarro,29,14,472500.0,73.1,6,22,8,1,1,0,0
alvaro-navarro,28,13,540000.0,73.1,5,20,4,4,1,1,0
alvaro-navarro,27,12,720000.0,73.1,4,2,0,0,0,0,0
alvaro-navarro,26,11,360000.0,73.1,3,31,4,0,1,1,0
alvaro-navarro,25,10,405000.0,73.1,2,35,9,2,3,0,0
cristian-barros,19,19,270000.0,73.1,1,4,1,0,1,0,0
diego-coelho,25,20,270000.0,73.1,5,12,3,2,4,0,0
diego-coelho,25,19,270000.0,73.1,4,19,4,0,3,1,0
diego-coelho,23,18,158000.0,73.1,3,24,8,1,6,0,1
diego-coelho,22,17,158000.0,73.1,2,8,1,0,0,0,0
diego-coelho,21,16,158000.0,73.1,1,0,0,0,0,0,0
emilio-zeballos,28,19,360000.0,73.1,5,16,2,0,1,0,0
emilio-zeballos,26,18,810000.0,73.1,4,17,0,0,3,0,0
emilio-zeballos,26,17,810000.0,73.1,3,1,0,0,0,0,0
emilio-zeballos,25,17,900000.0,73.1,2,1,0,0,0,0,0
facundo-milan,16,17,810000.0,73.1,1,11,3,1,0,0,0
gaston-alvarez-suarez,27,20,855000.0,73.1,7,9,2,4,0,0,0
gaston-alvarez-suarez,26,19,585000.0,73.1,6,48,12,2,6,2,0
gaston-alvarez-suarez,25,18,90000.0,73.1,5,50,6,0,8,0,0
gaston-alvarez-suarez,24,17,90000.0,73.1,4,44,4,0,10,0,0
gaston-alvarez-suarez,22,15,45000.0,73.1,3,14,2,0,4,0,0
gaston-alvarez-suarez,21,14,45000.0,73.1,2,4,0,0,0,0,0
gaston-alvarez-suarez,18,11,45000.0,73.1,1,2,0,0,0,0,0
gonzalo-napoli,19,19,45000.0,73.1,1,29,3,3,7,0,0
ignacio-colombini,28,20,90000.0,73.1,7,11,2,0,2,0,0
ignacio-colombini,27,19,90000.0,73.1,6,1,0,0,0,0,0
ignacio-colombini,22,14,180000.0,73.1,3,11,2,2,3,0,0
ignacio-laquintana,19,18,45000.0,73.1,1,11,2,0,0,0,1
ignacio-ojeda,21,19,45000.0,73.1,2,8,0,0,4,0,0
ignacio-ojeda,20,19,45000.0,73.1,1,8,0,0,4,0,0
isaac-mendez,19,20,45000.0,73.1,1,6,0,0,0,0,0
jonathan-gonzalez,18,17,45000.0,73.1,1,86,0,0,8,0,0
juan-albin,34,20,270000.0,73.1,9,11,2,0,1,0,0
juan-albin,33,19,360000.0,73.1,8,26,5,4,2,0,0
juan-albin,32,18,630000.0,73.1,7,7,2,1,1,0,0
juan-albin,31,17,900000.0,73.1,6,12,0,0,2,0,0
juan-albin,29,15,1800000.0,73.1,5,34,11,5,2,0,0
juan-albin,27,13,1800000.0,73.1,4,41,11,7,9,0,0
juan-albin,25,11,2250000.0,73.1,3,8,1,0,1,0,0
juan-albin,20,6,2250000.0,73.1,2,15,1,1,2,0,0
