name,age,season,mv,potential,transfer_no
lars-lukas-mai,20,20,1620000,80.86,6
lars-lukas-mai,19,19,1620000,80.86,5
lars-lukas-mai,18,18,540000,80.86,4
lars-lukas-mai,17,17,540000,80.86,3
lars-lukas-mai,15,15,540000,80.86,2
lars-lukas-mai,14,14,540000,80.86,1
manuel-neuer,19,5,25200000,80.86,3
manuel-neuer,17,3,68000,80.86,2
manuel-neuer,15,1,68000,80.86,1
niklas-sule,18,13,22500000,80.86,6
niklas-sule,17,12,270000,80.86,5
niklas-sule,16,11,270000,80.86,4
niklas-sule,15,10,270000,80.86,3
niklas-sule,14,9,270000,80.86,2
niklas-sule,11,6,270000,80.86,1
kwasi-okyere-wriedt,23,17,720000,80.86,7
kwasi-okyere-wriedt,22,16,405000,80.86,6
kwasi-okyere-wriedt,21,15,135000,80.86,5
kwasi-okyere-wriedt,19,13,68000,80.86,4
kwasi-okyere-wriedt,17,11,68000,80.86,3
kwasi-okyere-wriedt,15,9,68000,80.86,2
kwasi-okyere-wriedt,14,8,68000,80.86,1
oliver-batista-meier,19,20,1350000,80.86,4
oliver-batista-meier,18,19,1350000,80.86,3
oliver-batista-meier,16,17,1350000,80.86,2
oliver-batista-meier,15,16,1350000,80.86,1
philippe-coutinho,27,19,50400000,80.86,6
philippe-coutinho,26,18,81000000,80.86,5
philippe-coutinho,21,13,81000000,80.86,4
philippe-coutinho,20,12,8100000,80.86,3
philippe-coutinho,18,10,6750000,80.86,2
philippe-coutinho,16,8,2250000,80.86,1
robert-lewandowski,22,10,45000000,80.86,4
robert-lewandowski,20,8,4050000,80.86,3
robert-lewandowski,18,6,450000,80.86,2
robert-lewandowski,17,5,450000,80.86,1
sarpreet-singh,21,20,1350000,80.86,4
sarpreet-singh,20,19,1350000,80.86,3
sarpreet-singh,18,17,675000,80.86,2
sarpreet-singh,16,15,180000,80.86,1
serge-gnabry,22,17,18000000,80.86,8
serge-gnabry,21,16,13500000,80.86,7
serge-gnabry,20,15,2700000,80.86,6
serge-gnabry,18,13,3150000,80.86,5
serge-gnabry,16,11,3150000,80.86,4
serge-gnabry,15,10,3150000,80.86,3
serge-gnabry,10,5,3150000,80.86,2
serge-gnabry,8,3,3150000,80.86,1
sven-ulreich,27,15,2700000,80.86,7
sven-ulreich,20,8,3150000,80.86,6
sven-ulreich,19,7,90000,80.86,5
sven-ulreich,17,5,45000,80.86,4
sven-ulreich,15,3,45000,80.86,3
sven-ulreich,10,98,45000,80.86,2
sven-ulreich,6,94,45000,80.86,1
thiago,22,13,43200000,80.86,16
thiago,22,19,19800000,77.85,15
thiago,22,15,675000,77.26,14
thiago,22,14,675000,77.26,13
thiago,20,11,675000,80.86,12
thiago,17,8,4500000,80.86,11
thiago,16,7,90000,80.86,10
thiago,15,6,675000,80.86,9
thiago,23,20,675000,77.85,8
thiago,23,16,675000,77.26,7
thiago,23,15,675000,77.26,6
thiago,21,18,675000,77.85,5
thiago,21,14,675000,77.26,4
thiago,25,18,675000,77.26,3
thiago,24,17,630000,77.26,2
thiago,18,11,315000,77.26,1
thomas-muller,19,8,675000,80.86,4
thomas-muller,17,6,675000,80.86,3
thomas-muller,15,4,675000,80.86,2
thomas-muller,11,0,675000,80.86,1
adam-bodzek,20,5,720000,80.86,2
adam-bodzek,18,3,720000,80.86,1
alfredo-morales,23,13,900000,80.86,4
alfredo-morales,21,11,450000,80.86,3
alfredo-morales,19,9,135000,80.86,2
alfredo-morales,17,7,45000,80.86,1
andre-hoffmann,20,13,600000,80.86,4
andre-hoffmann,17,10,720000,80.86,3
andre-hoffmann,16,9,720000,80.86,2
andre-hoffmann,15,8,720000,80.86,1
aymen-barkok,20,18,1170000,80.86,6
aymen-barkok,18,16,1800000,80.86,5
aymen-barkok,17,15,90000,80.86,4
aymen-barkok,15,13,90000,80.86,3
aymen-barkok,13,11,90000,80.86,2
aymen-barkok,11,9,90000,80.86,1
bernard-tekpetey,23,20,1440000,80.86,6
bernard-tekpetey,22,19,1440000,80.86,5
bernard-tekpetey,21,18,2250000,80.86,4
bernard-tekpetey,21,17,360000,80.86,3
bernard-tekpetey,20,17,270000,80.86,2
bernard-tekpetey,19,16,270000,80.86,1
dawid-kownacki,23,19,6750000,80.86,5
dawid-kownacki,22,19,6750000,80.86,4
dawid-kownacki,20,17,5850000,80.86,3
dawid-kownacki,16,13,3150000,80.86,2
dawid-kownacki,15,12,90000,80.86,1
diego-contento,28,18,428000,80.86,6
diego-contento,24,14,1350000,80.86,5
diego-contento,20,10,1800000,80.86,4
diego-contento,19,9,180000,80.86,3
diego-contento,17,7,180000,80.86,2
diego-contento,15,5,180000,80.86,1
erik-thommy,25,19,4050000,80.86,11
erik-thommy,24,18,2700000,80.86,10
erik-thommy,23,17,675000,80.86,9
erik-thommy,22,16,585000,80.86,8
erik-thommy,21,15,247500,80.86,7
erik-thommy,20,14,270000,80.86,6
erik-thommy,19,13,68000,80.86,5
erik-thommy,17,11,23000,80.86,4
erik-thommy,16,10,23000,80.86,3
erik-thommy,15,9,23000,80.86,2
erik-thommy,8,2,23000,80.86,1
jannick-theissen,21,19,101500,80.86,6
jannick-theissen,20,18,90000,80.86,5
jannick-theissen,19,17,23000,80.86,4
jannick-theissen,17,15,45000,80.86,3
jannick-theissen,15,13,45000,80.86,2
jannick-theissen,13,11,45000,80.86,1
jean-zimmer,23,17,1130000,80.86,6
jean-zimmer,22,16,1130000,80.86,5
jean-zimmer,19,13,1800000,80.86,4
jean-zimmer,18,12,90000,80.86,3
jean-zimmer,16,10,90000,80.86,2
jean-zimmer,15,9,90000,80.86,1
kaan-ayhan,21,16,6300000,80.86,4
kaan-ayhan,18,13,3150000,80.86,3
kaan-ayhan,16,11,4500000,80.86,2
kaan-ayhan,14,9,4500000,80.86,1
kasim-adams,24,19,2880000,80.86,7
kasim-adams,23,18,6300000,80.86,6
kasim-adams,22,17,7650000,80.86,5
kasim-adams,21,16,720000,80.86,4
kasim-adams,20,15,360000,80.86,3
kasim-adams,19,14,540000,80.86,2
kasim-adams,18,13,540000,80.86,1
kelvin-ofori,10,11,540000,80.86,1
kenan-karaman,20,14,1350000,80.86,5
kenan-karaman,19,13,90000,80.86,4
kenan-karaman,18,12,23000,80.86,3
kenan-karaman,17,11,23000,80.86,2
kenan-karaman,15,9,23000,80.86,1
kevin-stoger,25,18,4500000,80.86,9
kevin-stoger,23,16,1800000,80.86,8
kevin-stoger,22,15,810000,80.86,7
kevin-stoger,20,13,900000,80.86,6
kevin-stoger,19,12,360000,80.86,5
kevin-stoger,18,11,360000,80.86,4
kevin-stoger,17,10,90000,80.86,3
kevin-stoger,16,9,90000,80.86,2
kevin-stoger,14,7,90000,80.86,1
marcel-sobottka,20,14,225000,80.86,7
marcel-sobottka,19,13,90000,80.86,6
marcel-sobottka,18,12,90000,80.86,5
marcel-sobottka,17,11,90000,80.86,4
marcel-sobottka,16,10,90000,80.86,3
marcel-sobottka,15,9,90000,80.86,2
marcel-sobottka,6,0,90000,80.86,1
markus-suttner,32,19,720000,80.86,8
markus-suttner,30,17,1500000,80.86,7
markus-suttner,28,15,1800000,80.86,6
markus-suttner,20,7,900000,80.86,5
markus-suttner,17,4,135000,80.86,4
markus-suttner,16,3,135000,80.86,3
markus-suttner,15,2,135000,80.86,2
markus-suttner,14,1,135000,80.86,1
mathias-jorgensen,19,19,900000,80.86,3
mathias-jorgensen,18,18,90000,80.86,2
mathias-jorgensen,17,17,90000,80.86,1
matthias-zimmermann,24,16,900000,80.86,9
matthias-zimmermann,23,15,248000,80.86,8
matthias-zimmermann,22,14,180000,80.86,7
matthias-zimmermann,21,13,540000,80.86,6
matthias-zimmermann,19,11,450000,80.86,5
matthias-zimmermann,18,10,1580000,80.86,4
matthias-zimmermann,17,9,113000,80.86,3
matthias-zimmermann,16,8,113000,80.86,2
matthias-zimmermann,10,2,113000,80.86,1
michael-rensing,29,13,270000,80.86,7
michael-rensing,28,12,900000,80.86,6
michael-rensing,27,10,1580000,80.86,5
michael-rensing,26,10,1350000,80.86,4
michael-rensing,19,3,1350000,80.86,3
michael-rensing,18,2,1350000,80.86,2
michael-rensing,17,1,1350000,80.86,1
nana-ampomah,24,20,1170000,80.86,3
nana-ampomah,23,19,1170000,80.86,2
nana-ampomah,20,16,2250000,80.86,1
niko-giesselmann,26,17,2520000,80.86,7
niko-giesselmann,22,13,810000,80.86,6
niko-giesselmann,21,12,135000,80.86,5
niko-giesselmann,19,10,135000,80.86,4
niko-giesselmann,17,8,135000,80.86,3
niko-giesselmann,16,7,135000,80.86,2
niko-giesselmann,15,6,135000,80.86,1
oliver-fink,27,9,225000,80.86,9
oliver-fink,25,7,405000,80.86,8
oliver-fink,23,5,405000,80.86,7
oliver-fink,22,4,158000,80.86,6
oliver-fink,20,2,158000,80.86,5
oliver-fink,19,1,158000,80.86,4
oliver-fink,17,99,158000,80.86,3
oliver-fink,16,98,158000,80.86,2
oliver-fink,15,97,158000,80.86,1
raphael-wolf,24,12,270000,80.86,6
raphael-wolf,21,9,900000,80.86,5
raphael-wolf,19,7,90000,80.86,4
raphael-wolf,17,5,90000,80.86,3
raphael-wolf,16,4,90000,80.86,2
raphael-wolf,15,3,90000,80.86,1
robin-bormuth,21,16,1080000,80.86,4
robin-bormuth,19,14,90000,80.86,3
robin-bormuth,18,13,90000,80.86,2
robin-bormuth,17,12,90000,80.86,1
rouwen-hennings,29,16,1350000,80.86,11
rouwen-hennings,28,15,1800000,80.86,10
rouwen-hennings,25,12,1350000,80.86,9
rouwen-hennings,22,9,525000,80.86,8
rouwen-hennings,21,8,450000,80.86,7
rouwen-hennings,20,7,900000,80.86,6
rouwen-hennings,19,6,270000,80.86,5
rouwen-hennings,18,5,45000,80.86,4
rouwen-hennings,17,4,45000,80.86,3
rouwen-hennings,15,2,45000,80.86,2
rouwen-hennings,14,1,45000,80.86,1
steven-skrzybski,25,18,1935000,80.86,5
steven-skrzybski,18,11,3150000,80.86,4
steven-skrzybski,16,9,90000,80.86,3
steven-skrzybski,14,7,90000,80.86,2
steven-skrzybski,7,0,90000,80.86,1
thomas-pledl,23,17,900000,80.86,6
thomas-pledl,22,16,720000,80.86,5
thomas-pledl,21,15,720000,80.86,4
thomas-pledl,18,12,540000,80.86,3
thomas-pledl,17,11,180000,80.86,2
thomas-pledl,15,9,180000,80.86,1
valon-berisha,25,18,3900000,80.86,3
valon-berisha,19,12,9000000,80.86,2
valon-berisha,16,9,900000,80.86,1
zack-steffen,24,19,5400000,80.86,7
zack-steffen,22,16,4500000,80.86,6
zack-steffen,21,16,90000,80.86,5
zack-steffen,20,15,75000,80.86,4
zack-steffen,18,13,45000,80.86,3
zack-steffen,17,12,45000,80.86,2
zack-steffen,13,8,45000,80.86,1
abdulkerim-cakar,17,18,45000,80.86,2
abdulkerim-cakar,16,17,45000,80.86,1
ali-loune,15,17,45000,80.86,2
ali-loune,14,16,45000,80.86,1
almamy-toure,19,15,7200000,80.86,3
almamy-toure,18,14,135000,80.86,2
almamy-toure,16,12,135000,80.86,1
amar-dzevlan,16,19,135000,80.86,2
amar-dzevlan,15,18,135000,80.86,1
andre-silva,23,19,21600000,80.86,7
andre-silva,22,18,19800000,80.86,6
andre-silva,21,17,19800000,80.86,5
andre-silva,20,16,19800000,80.86,4
andre-silva,17,13,1800000,80.86,3
andre-silva,16,12,1800000,80.86,2
andre-silva,15,11,1800000,80.86,1
bas-dost,27,16,15300000,80.86,5
bas-dost,23,12,6750000,80.86,4
bas-dost,21,10,7200000,80.86,3
bas-dost,19,8,1350000,80.86,2
bas-dost,18,7,1350000,80.86,1
daichi-kamada,22,18,4050000,80.86,3
daichi-kamada,21,17,900000,80.86,2
daichi-kamada,19,15,675000,80.86,1
danny-da-costa,23,16,900000,80.86,7
danny-da-costa,21,14,900000,80.86,6
danny-da-costa,19,12,900000,80.86,5
danny-da-costa,18,11,900000,80.86,4
danny-da-costa,17,10,180000,80.86,3
danny-da-costa,15,8,180000,80.86,2
danny-da-costa,8,1,180000,80.86,1
david-abraham,27,13,1800000,80.86,4
david-abraham,26,12,2700000,80.86,3
david-abraham,22,8,3150000,80.86,2
david-abraham,21,7,540000,80.86,1
david-siebert,17,18,540000,80.86,3
david-siebert,15,16,540000,80.86,2
david-siebert,14,15,540000,80.86,1
djibril-sow,20,17,8100000,80.86,5
djibril-sow,19,16,900000,80.86,4
djibril-sow,18,15,900000,80.86,3
djibril-sow,17,14,1130000,80.86,2
djibril-sow,16,13,1130000,80.86,1
dominik-kohr,23,17,3600000,80.86,6
dominik-kohr,21,15,3150000,80.86,5
dominik-kohr,20,14,2025000,80.86,4
dominik-kohr,18,12,450000,80.86,3
dominik-kohr,17,11,180000,80.86,2
dominik-kohr,15,9,180000,80.86,1
elias-bordner,16,18,180000,80.86,4
elias-bordner,15,17,180000,80.86,3
elias-bordner,14,16,180000,80.86,2
elias-bordner,11,13,180000,80.86,1
erik-durm,26,18,1800000,80.86,7
erik-durm,21,13,900000,80.86,6
erik-durm,20,12,180000,80.86,5
erik-durm,19,11,180000,80.86,4
erik-durm,18,10,180000,80.86,3
erik-durm,17,9,180000,80.86,2
erik-durm,15,7,180000,80.86,1
evan-ndicka,18,17,360000,80.86,2
evan-ndicka,17,16,360000,80.86,1
felix-wiedwald,29,19,428000,80.86,11
felix-wiedwald,28,18,540000,80.86,10
felix-wiedwald,27,17,1800000,80.86,9
felix-wiedwald,25,15,1800000,80.86,8
felix-wiedwald,23,13,1350000,80.86,7
felix-wiedwald,21,11,1130000,80.86,6
felix-wiedwald,20,10,315000,80.86,5
felix-wiedwald,19,9,180000,80.86,4
felix-wiedwald,17,7,180000,80.86,3
felix-wiedwald,15,5,180000,80.86,2
felix-wiedwald,9,99,180000,80.86,1
filip-kostic,26,18,19800000,80.86,5
filip-kostic,24,16,5400000,80.86,4
filip-kostic,22,14,9000000,80.86,3
filip-kostic,20,12,2250000,80.86,2
filip-kostic,18,10,1130000,80.86,1
frederik-ronnow,28,20,2160000,80.86,6
frederik-ronnow,26,18,2160000,80.86,5
frederik-ronnow,23,15,2700000,80.86,4
frederik-ronnow,22,14,450000,80.86,3
frederik-ronnow,21,13,675000,80.86,2
frederik-ronnow,18,10,675000,80.86,1
fynn-otto,17,19,675000,80.86,2
fynn-otto,15,17,675000,80.86,1
gelson-fernandes,31,17,900000,80.86,11
gelson-fernandes,28,14,2250000,80.86,10
gelson-fernandes,27,13,2700000,80.86,9
gelson-fernandes,26,12,2850000,80.86,8
gelson-fernandes,26,11,3150000,80.86,7
gelson-fernandes,25,11,3150000,80.86,6
gelson-fernandes,24,10,3465000,80.86,5
gelson-fernandes,23,9,4320000,80.86,4
gelson-fernandes,21,7,4950000,80.86,3
gelson-fernandes,18,4,900000,80.86,2
gelson-fernandes,17,3,900000,80.86,1
giulio-girelli,17,19,900000,80.86,2
giulio-girelli,16,18,900000,80.86,1
goncalo-paciencia,26,20,9000000,80.86,11
goncalo-paciencia,24,18,10800000,80.86,10
goncalo-paciencia,23,17,1710000,80.86,9
goncalo-paciencia,23,16,780000,80.86,8
goncalo-paciencia,22,16,900000,80.86,7
goncalo-paciencia,21,15,1350000,80.86,6
goncalo-paciencia,19,13,900000,80.86,5
goncalo-paciencia,17,11,900000,80.86,4
goncalo-paciencia,16,10,900000,80.86,3
goncalo-paciencia,15,9,900000,80.86,2
goncalo-paciencia,13,7,900000,80.86,1
huseyin-bakirsu,16,18,900000,80.86,4
huseyin-bakirsu,15,17,900000,80.86,3
huseyin-bakirsu,14,16,900000,80.86,2
huseyin-bakirsu,12,14,900000,80.86,1
jabez-makanda,17,18,900000,80.86,3
jabez-makanda,16,17,900000,80.86,2
jabez-makanda,15,16,900000,80.86,1
jacob-engel,17,18,900000,80.86,3
jacob-engel,16,17,900000,80.86,2
jacob-engel,15,16,900000,80.86,1
jan-zimmermann,19,6,900000,80.86,1
jip-molenaar,18,19,900000,80.86,3
jip-molenaar,17,18,900000,80.86,2
jip-molenaar,16,17,900000,80.86,1
jonathan-de-guzman,30,17,1080000,80.86,9
jonathan-de-guzman,29,16,1800000,80.86,8
jonathan-de-guzman,27,14,3300000,80.86,7
jonathan-de-guzman,25,12,8550000,80.86,6
jonathan-de-guzman,24,11,5400000,80.86,5
jonathan-de-guzman,23,10,4500000,80.86,4
jonathan-de-guzman,18,5,5850000,80.86,3
jonathan-de-guzman,17,4,5850000,80.86,2
jonathan-de-guzman,15,2,5850000,80.86,1
kevin-trapp,28,18,9000000,80.86,9
kevin-trapp,25,15,7200000,80.86,8
kevin-trapp,22,12,7200000,80.86,7
kevin-trapp,18,8,2700000,80.86,6
kevin-trapp,17,7,2700000,80.86,5
kevin-trapp,15,5,2700000,80.86,4
kevin-trapp,14,4,2700000,80.86,3
kevin-trapp,13,3,2700000,80.86,2
kevin-trapp,10,0,2700000,80.86,1
lucas-torro,24,18,2160000,80.86,6
lucas-torro,23,17,720000,80.86,5
lucas-torro,22,16,630000,80.86,4
lucas-torro,19,13,270000,80.86,3
lucas-torro,18,12,270000,80.86,2
lucas-torro,16,10,270000,80.86,1
lukas-fahrnberger,18,19,270000,80.86,4
lukas-fahrnberger,16,17,270000,80.86,3
lukas-fahrnberger,15,16,270000,80.86,2
lukas-fahrnberger,14,15,270000,80.86,1
makoto-hasebe,29,13,2250000,80.86,3
makoto-hasebe,24,8,2700000,80.86,2
makoto-hasebe,18,2,1350000,80.86,1
marco-russu,24,19,45000,80.86,7
marco-russu,23,18,45000,80.86,6
marco-russu,22,17,68000,80.86,5
marco-russu,21,16,99200,80.86,4
marco-russu,20,15,90000,80.86,3
marco-russu,19,14,45000,80.86,2
marco-russu,17,12,68000,80.86,1
marijan-cavar,20,18,360000,80.86,3
marijan-cavar,19,17,202500,80.86,2
marijan-cavar,16,14,45000,80.86,1
mario-miltner,27,18,23000,80.86,9
mario-miltner,25,16,68000,80.86,8
mario-miltner,24,15,23000,80.86,7
mario-miltner,23,14,45000,80.86,6
mario-miltner,22,13,45000,80.86,5
mario-miltner,21,12,68000,80.86,4
mario-miltner,20,11,68000,80.86,3
mario-miltner,19,10,23000,80.86,2
mario-miltner,18,9,23000,80.86,1
martin-hinteregger,24,16,12600000,80.86,5
martin-hinteregger,18,10,6300000,80.86,4
martin-hinteregger,17,9,8100000,80.86,3
martin-hinteregger,15,7,8100000,80.86,2
martin-hinteregger,14,6,8100000,80.86,1
martin-pecar,16,18,8100000,80.86,1
mason-judge,16,18,8100000,80.86,1
max-hinke,17,18,8100000,80.86,3
max-hinke,16,17,8100000,80.86,2
max-hinke,15,16,8100000,80.86,1
mijat-gacinovic,20,15,6300000,80.86,3
mijat-gacinovic,18,13,1580000,80.86,2
mijat-gacinovic,15,10,1580000,80.86,1
nils-stendera,20,20,135000,80.86,5
nils-stendera,19,19,180000,80.86,4
nils-stendera,17,17,180000,80.86,3
nils-stendera,15,15,180000,80.86,2
nils-stendera,14,14,180000,80.86,1
patrick-finger,18,19,180000,80.86,4
patrick-finger,17,18,180000,80.86,3
patrick-finger,15,16,180000,80.86,2
patrick-finger,14,15,180000,80.86,1
sahverdi-cetin,18,18,180000,80.86,5
sahverdi-cetin,17,17,180000,80.86,4
sahverdi-cetin,15,15,180000,80.86,3
sahverdi-cetin,13,13,180000,80.86,2
sahverdi-cetin,12,12,180000,80.86,1
sebastian-rode,26,16,2250000,80.86,7
sebastian-rode,24,14,7200000,80.86,6
sebastian-rode,20,10,8100000,80.86,5
sebastian-rode,18,8,270000,80.86,4
sebastian-rode,17,7,270000,80.86,3
sebastian-rode,15,5,270000,80.86,2
sebastian-rode,14,4,270000,80.86,1
stefan-ilsanker,26,15,2700000,80.86,8
stefan-ilsanker,23,12,1350000,80.86,7
stefan-ilsanker,21,10,360000,80.86,6
stefan-ilsanker,17,6,293000,80.86,5
stefan-ilsanker,16,5,293000,80.86,4
stefan-ilsanker,15,4,293000,80.86,3
stefan-ilsanker,14,3,293000,80.86,2
stefan-ilsanker,12,1,293000,80.86,1
tim-littmann,16,18,293000,80.86,2
tim-littmann,13,15,293000,80.86,1
timothy-chandler,21,11,2250000,80.86,6
timothy-chandler,20,10,113000,80.86,5
timothy-chandler,18,8,68000,80.86,4
timothy-chandler,17,7,68000,80.86,3
timothy-chandler,15,5,68000,80.86,2
timothy-chandler,11,1,68000,80.86,1
alexander-schwolow,23,15,6300000,80.86,8
alexander-schwolow,22,14,360000,80.86,7
alexander-schwolow,20,12,225000,80.86,6
alexander-schwolow,18,10,158000,80.86,5
alexander-schwolow,17,9,158000,80.86,4
alexander-schwolow,16,8,158000,80.86,3
alexander-schwolow,15,7,158000,80.86,2
alexander-schwolow,13,5,158000,80.86,1
amir-abrashi,21,11,2030000,80.86,7
amir-abrashi,20,10,540000,80.86,6
amir-abrashi,18,8,225000,80.86,5
amir-abrashi,17,7,225000,80.86,4
amir-abrashi,16,6,225000,80.86,3
amir-abrashi,15,5,225000,80.86,2
amir-abrashi,13,3,225000,80.86,1
brandon-borrello,25,20,855000,80.86,4
brandon-borrello,23,18,855000,80.86,3
brandon-borrello,22,17,720000,80.86,2
brandon-borrello,19,14,315000,80.86,1
christian-gunter,17,10,45000,80.86,3
christian-gunter,15,8,45000,80.86,2
christian-gunter,13,6,45000,80.86,1
dominique-heintz,22,15,6750000,80.86,5
dominique-heintz,18,11,1800000,80.86,4
dominique-heintz,17,10,1800000,80.86,3
dominique-heintz,16,9,1800000,80.86,2
dominique-heintz,8,1,1800000,80.86,1
florian-kath,26,20,360000,80.86,7
florian-kath,23,17,360000,80.86,6
florian-kath,22,16,248000,80.86,5
florian-kath,21,15,135000,80.86,4
florian-kath,19,13,135000,80.86,3
florian-kath,18,12,135000,80.86,2
florian-kath,17,11,135000,80.86,1
janik-haberer,21,15,900000,80.86,6
janik-haberer,20,14,270000,80.86,5
janik-haberer,18,12,203000,80.86,4
janik-haberer,17,11,23000,80.86,3
janik-haberer,15,9,23000,80.86,2
janik-haberer,12,6,23000,80.86,1
jonathan-schmid,26,16,4500000,80.86,8
jonathan-schmid,25,15,2250000,80.86,7
jonathan-schmid,21,11,4050000,80.86,6
jonathan-schmid,19,9,135000,80.86,5
jonathan-schmid,18,8,45000,80.86,4
jonathan-schmid,17,7,45000,80.86,3
jonathan-schmid,16,6,45000,80.86,2
jonathan-schmid,15,5,45000,80.86,1
lino-tempelmann,19,18,23000,80.86,5
lino-tempelmann,18,17,135000,80.86,4
lino-tempelmann,17,16,135000,80.86,3
lino-tempelmann,16,15,135000,80.86,2
lino-tempelmann,14,13,135000,80.86,1
luca-waldschmidt,22,18,14400000,80.86,7
luca-waldschmidt,20,16,2250000,80.86,6
luca-waldschmidt,17,13,900000,80.86,5
luca-waldschmidt,15,11,900000,80.86,4
luca-waldschmidt,14,10,900000,80.86,3
luca-waldschmidt,13,9,900000,80.86,2
luca-waldschmidt,11,7,900000,80.86,1
lucas-holer,22,16,810000,80.86,6
lucas-holer,20,14,270000,80.86,5
lucas-holer,19,13,68000,80.86,4
lucas-holer,17,11,68000,80.86,3
lucas-holer,15,9,68000,80.86,2
lucas-holer,14,8,68000,80.86,1
lukas-kubler,21,13,630000,80.86,6
lukas-kubler,20,12,135000,80.86,5
lukas-kubler,19,11,68000,80.86,4
lukas-kubler,17,9,68000,80.86,3
lukas-kubler,16,8,68000,80.86,2
lukas-kubler,15,7,68000,80.86,1
manuel-gulde,22,13,900000,80.86,5
manuel-gulde,21,12,450000,80.86,4
manuel-gulde,18,9,180000,80.86,3
manuel-gulde,17,8,180000,80.86,2
manuel-gulde,16,7,180000,80.86,1
mark-flekken,23,16,810000,80.86,5
mark-flekken,20,13,180000,80.86,4
mark-flekken,19,12,225000,80.86,3
mark-flekken,17,10,45000,80.86,2
mark-flekken,16,9,45000,80.86,1
mike-frantz,28,14,585000,80.86,8
mike-frantz,22,8,1800000,80.86,7
mike-frantz,21,7,45000,80.86,6
mike-frantz,20,6,45000,80.86,5
mike-frantz,19,5,45000,80.86,4
mike-frantz,18,4,45000,80.86,3
mike-frantz,14,0,45000,80.86,2
mike-frantz,12,98,45000,80.86,1
nico-schlotterbeck,20,20,3600000,80.86,8
nico-schlotterbeck,19,19,3600000,80.86,7
nico-schlotterbeck,18,18,270000,80.86,6
nico-schlotterbeck,17,17,270000,80.86,5
nico-schlotterbeck,16,16,270000,80.86,4
nico-schlotterbeck,15,15,270000,80.86,3
nico-schlotterbeck,14,14,270000,80.86,2
nico-schlotterbeck,7,7,270000,80.86,1
nicolas-hofler,21,11,720000,80.86,6
nicolas-hofler,20,10,135000,80.86,5
nicolas-hofler,19,9,135000,80.86,4
nicolas-hofler,17,7,90000,80.86,3
nicolas-hofler,15,5,90000,80.86,2
nicolas-hofler,11,1,90000,80.86,1
nils-petersen,24,13,2176666.667,80.86,10
nils-petersen,23,12,4500000,80.86,9
nils-petersen,22,11,2700000,80.86,8
nils-petersen,20,9,3600000,80.86,7
nils-petersen,18,7,225000,80.86,6
nils-petersen,17,6,135000,80.86,5
nils-petersen,16,5,135000,80.86,4
nils-petersen,15,4,135000,80.86,3
nils-petersen,13,2,135000,80.86,2
nils-petersen,12,1,135000,80.86,1
philipp-lienhart,21,17,2250000,80.86,4
philipp-lienhart,19,15,720000,80.86,3
philipp-lienhart,18,14,720000,80.86,2
philipp-lienhart,17,13,720000,80.86,1
robin-koch,21,17,15300000,80.86,8
robin-koch,20,16,720000,80.86,7
robin-koch,19,15,90000,80.86,6
robin-koch,18,14,68000,80.86,5
robin-koch,17,13,23000,80.86,4
robin-koch,15,11,23000,80.86,3
robin-koch,13,9,23000,80.86,2
robin-koch,7,3,23000,80.86,1
roland-sallai,20,17,1800000,80.86,7
roland-sallai,19,16,900000,80.86,6
roland-sallai,17,14,405000,80.86,5
roland-sallai,16,13,405000,80.86,4
roland-sallai,15,12,405000,80.86,3
roland-sallai,12,9,405000,80.86,2
roland-sallai,10,7,405000,80.86,1
vincenzo-grifo,25,18,7200000,80.86,10
vincenzo-grifo,24,17,6750000,80.86,9
vincenzo-grifo,22,15,9000000,80.86,8
vincenzo-grifo,21,14,765000,80.86,7
vincenzo-grifo,20,13,360000,80.86,6
vincenzo-grifo,19,12,360000,80.86,5
vincenzo-grifo,18,11,360000,80.86,4
vincenzo-grifo,17,10,360000,80.86,3
vincenzo-grifo,15,8,360000,80.86,2
vincenzo-grifo,13,6,360000,80.86,1
yoric-ravet,30,19,653000,80.86,8
yoric-ravet,28,17,1465000,80.86,7
yoric-ravet,27,16,3380000,80.86,6
yoric-ravet,25,14,1800000,80.86,5
yoric-ravet,24,13,540000,80.86,4
yoric-ravet,23,12,450000,80.86,3
yoric-ravet,22,11,450000,80.86,2
yoric-ravet,19,8,540000,80.86,1
alexander-esswein,29,19,720000,80.86,11
alexander-esswein,26,16,900000,80.86,10
alexander-esswein,24,14,2250000,80.86,9
alexander-esswein,21,11,1800000,80.86,8
alexander-esswein,20,10,720000,80.86,7
alexander-esswein,18,8,315000,80.86,6
alexander-esswein,17,7,45000,80.86,5
alexander-esswein,15,5,45000,80.86,4
alexander-esswein,12,2,45000,80.86,3
alexander-esswein,9,99,45000,80.86,2
