name,age,date,mv
erik-thommy,22,16,247500
erik-thommy,21,15,270000
erik-thommy,20,14,68000
erik-thommy,19,13,23000
erik-thommy,17,11,23000
erik-thommy,16,10,23000
erik-thommy,15,9,23000
erik-thommy,8,2,23000
jannick-theissen,22,20,101500
jannick-theissen,21,19,90000
jannick-theissen,20,18,23000
jannick-theissen,19,17,45000
jannick-theissen,17,15,45000
jannick-theissen,15,13,45000
jannick-theissen,13,11,45000
jean-zimmer,24,18,1130000
jean-zimmer,23,17,1130000
jean-zimmer,22,16,1800000
jean-zimmer,19,13,90000
jean-zimmer,18,12,90000
jean-zimmer,16,10,90000
jean-zimmer,15,9,90000
kaan-ayhan,25,20,6300000
kaan-ayhan,21,16,3150000
kaan-ayhan,18,13,4500000
kaan-ayhan,16,11,4500000
kaan-ayhan,14,9,4500000
kasim-adams,25,20,2880000
kasim-adams,24,19,6300000
kasim-adams,23,18,7650000
kasim-adams,22,17,720000
kasim-adams,21,16,360000
kasim-adams,20,15,540000
kasim-adams,19,14,540000
kasim-adams,18,13,540000
kelvin-ofori,18,19,540000
kelvin-ofori,10,11,540000
kenan-karaman,24,18,1350000
kenan-karaman,20,14,90000
kenan-karaman,19,13,23000
kenan-karaman,18,12,23000
kenan-karaman,17,11,23000
kenan-karaman,15,9,23000
kevin-stoger,27,20,4500000
kevin-stoger,25,18,1800000
kevin-stoger,23,16,810000
kevin-stoger,22,15,900000
kevin-stoger,20,13,360000
kevin-stoger,19,12,360000
kevin-stoger,18,11,90000
kevin-stoger,17,10,90000
kevin-stoger,16,9,90000
kevin-stoger,14,7,90000
marcel-sobottka,21,15,225000
marcel-sobottka,20,14,90000
marcel-sobottka,19,13,90000
marcel-sobottka,18,12,90000
marcel-sobottka,17,11,90000
marcel-sobottka,16,10,90000
marcel-sobottka,15,9,90000
marcel-sobottka,6,0,90000
markus-suttner,33,20,720000
markus-suttner,32,19,1500000
markus-suttner,30,17,1800000
markus-suttner,28,15,900000
markus-suttner,20,7,135000
markus-suttner,17,4,135000
markus-suttner,16,3,135000
markus-suttner,15,2,135000
markus-suttner,14,1,135000
mathias-jorgensen,20,19,900000
mathias-jorgensen,19,19,90000
mathias-jorgensen,18,18,90000
mathias-jorgensen,17,17,90000
matthias-zimmermann,26,18,900000
matthias-zimmermann,24,16,248000
matthias-zimmermann,23,15,180000
matthias-zimmermann,22,14,540000
matthias-zimmermann,21,13,450000
matthias-zimmermann,19,11,1580000
matthias-zimmermann,18,10,113000
matthias-zimmermann,17,9,113000
matthias-zimmermann,16,8,113000
matthias-zimmermann,10,2,113000
michael-rensing,36,20,270000
michael-rensing,29,13,900000
michael-rensing,28,12,1580000
michael-rensing,27,10,1350000
michael-rensing,26,10,1350000
michael-rensing,19,3,1350000
michael-rensing,18,2,1350000
michael-rensing,17,1,1350000
nana-ampomah,26,22,1170000
nana-ampomah,24,20,1170000
nana-ampomah,23,19,2250000
nana-ampomah,20,16,1170000
niko-giesselmann,29,20,2520000
niko-giesselmann,26,17,810000
niko-giesselmann,22,13,135000
niko-giesselmann,21,12,135000
niko-giesselmann,19,10,135000
niko-giesselmann,17,8,135000
niko-giesselmann,16,7,135000
niko-giesselmann,15,6,135000
oliver-fink,38,20,225000
oliver-fink,27,9,405000
oliver-fink,25,7,405000
oliver-fink,23,5,158000
oliver-fink,22,4,158000
oliver-fink,20,2,158000
oliver-fink,19,1,158000
oliver-fink,17,99,158000
oliver-fink,16,98,158000
oliver-fink,15,97,158000
raphael-wolf,29,17,270000
raphael-wolf,24,12,900000
raphael-wolf,21,9,90000
raphael-wolf,19,7,90000
raphael-wolf,17,5,90000
raphael-wolf,16,4,90000
raphael-wolf,15,3,90000
robin-bormuth,25,20,1080000
robin-bormuth,21,16,90000
robin-bormuth,19,14,90000
robin-bormuth,18,13,90000
robin-bormuth,17,12,90000
rouwen-hennings,30,17,1350000
rouwen-hennings,29,16,1800000
rouwen-hennings,28,15,1350000
rouwen-hennings,25,12,525000
rouwen-hennings,22,9,450000
rouwen-hennings,21,8,900000
rouwen-hennings,20,7,270000
rouwen-hennings,19,6,45000
rouwen-hennings,18,5,45000
rouwen-hennings,17,4,45000
rouwen-hennings,15,2,45000
rouwen-hennings,14,1,45000
steven-skrzybski,27,20,1935000
steven-skrzybski,25,18,3150000
steven-skrzybski,18,11,90000
steven-skrzybski,16,9,90000
steven-skrzybski,14,7,90000
steven-skrzybski,7,0,90000
thomas-pledl,25,19,900000
thomas-pledl,23,17,720000
thomas-pledl,22,16,720000
thomas-pledl,21,15,540000
thomas-pledl,18,12,180000
thomas-pledl,17,11,180000
thomas-pledl,15,9,180000
valon-berisha,27,20,3900000
valon-berisha,25,18,9000000
valon-berisha,19,12,900000
valon-berisha,16,9,9000000
zack-steffen,25,20,5400000
zack-steffen,24,19,4500000
zack-steffen,22,16,90000
zack-steffen,21,16,75000
zack-steffen,20,15,45000
zack-steffen,18,13,45000
zack-steffen,17,12,45000
zack-steffen,13,8,45000
abdulkerim-cakar,19,20,45000
abdulkerim-cakar,17,18,45000
abdulkerim-cakar,16,17,45000
ali-loune,17,19,45000
ali-loune,15,17,45000
ali-loune,14,16,45000
almamy-toure,23,19,7200000
almamy-toure,19,15,135000
almamy-toure,18,14,135000
almamy-toure,16,12,135000
amar-dzevlan,17,20,135000
amar-dzevlan,16,19,135000
amar-dzevlan,15,18,135000
andre-silva,24,20,21600000
andre-silva,23,19,19800000
andre-silva,22,18,19800000
andre-silva,21,17,19800000
andre-silva,20,16,1800000
andre-silva,17,13,1800000
andre-silva,16,12,1800000
andre-silva,15,11,1800000
bas-dost,30,19,15300000
bas-dost,27,16,6750000
bas-dost,23,12,7200000
bas-dost,21,10,1350000
bas-dost,19,8,1350000
bas-dost,18,7,1350000
daichi-kamada,23,19,4050000
daichi-kamada,22,18,900000
daichi-kamada,21,17,675000
daichi-kamada,19,15,900000
danny-da-costa,24,17,900000
danny-da-costa,23,16,900000
danny-da-costa,21,14,900000
danny-da-costa,19,12,900000
danny-da-costa,18,11,180000
danny-da-costa,17,10,180000
danny-da-costa,15,8,180000
danny-da-costa,8,1,180000
david-abraham,29,15,1800000
david-abraham,27,13,2700000
david-abraham,26,12,3150000
david-abraham,22,8,540000
david-abraham,21,7,540000
david-siebert,19,20,540000
david-siebert,17,18,540000
david-siebert,15,16,540000
david-siebert,14,15,540000
djibril-sow,22,19,8100000
djibril-sow,20,17,900000
djibril-sow,19,16,900000
djibril-sow,18,15,1130000
djibril-sow,17,14,1130000
djibril-sow,16,13,1130000
dominik-kohr,25,19,3600000
dominik-kohr,23,17,3150000
dominik-kohr,21,15,2025000
dominik-kohr,20,14,450000
dominik-kohr,18,12,180000
dominik-kohr,17,11,180000
dominik-kohr,15,9,180000
elias-bordner,17,19,180000
elias-bordner,16,18,180000
elias-bordner,15,17,180000
elias-bordner,14,16,180000
elias-bordner,11,13,180000
erik-durm,27,19,1800000
erik-durm,26,18,900000
erik-durm,21,13,180000
erik-durm,20,12,180000
erik-durm,19,11,180000
erik-durm,18,10,180000
erik-durm,17,9,180000
erik-durm,15,7,180000
evan-ndicka,19,18,360000
evan-ndicka,18,17,360000
evan-ndicka,17,16,360000
felix-wiedwald,30,20,428000
felix-wiedwald,29,19,540000
felix-wiedwald,28,18,1800000
felix-wiedwald,27,17,1800000
felix-wiedwald,25,15,1350000
felix-wiedwald,23,13,1130000
felix-wiedwald,21,11,315000
felix-wiedwald,20,10,180000
felix-wiedwald,19,9,180000
felix-wiedwald,17,7,180000
felix-wiedwald,15,5,180000
felix-wiedwald,9,99,180000
filip-kostic,27,19,19800000
filip-kostic,26,18,5400000
filip-kostic,24,16,9000000
filip-kostic,22,14,2250000
filip-kostic,20,12,1130000
filip-kostic,18,10,2250000
frederik-ronnow,29,21,2160000
frederik-ronnow,28,20,2160000
frederik-ronnow,26,18,2700000
frederik-ronnow,23,15,450000
frederik-ronnow,22,14,675000
frederik-ronnow,21,13,675000
frederik-ronnow,18,10,675000
fynn-otto,18,20,675000
fynn-otto,17,19,675000
fynn-otto,15,17,675000
gelson-fernandes,34,20,900000
gelson-fernandes,31,17,2250000
gelson-fernandes,28,14,2700000
gelson-fernandes,27,13,2850000
gelson-fernandes,26,12,3150000
gelson-fernandes,26,11,3150000
gelson-fernandes,25,11,3465000
gelson-fernandes,24,10,4320000
gelson-fernandes,23,9,4950000
gelson-fernandes,21,7,900000
gelson-fernandes,18,4,900000
gelson-fernandes,17,3,900000
giulio-girelli,18,20,900000
giulio-girelli,17,19,900000
giulio-girelli,16,18,900000
goncalo-paciencia,27,21,9000000
goncalo-paciencia,26,20,10800000
goncalo-paciencia,24,18,1710000
goncalo-paciencia,23,17,780000
goncalo-paciencia,23,16,900000
goncalo-paciencia,22,16,1350000
goncalo-paciencia,21,15,900000
goncalo-paciencia,19,13,900000
goncalo-paciencia,17,11,900000
goncalo-paciencia,16,10,900000
goncalo-paciencia,15,9,900000
goncalo-paciencia,13,7,900000
huseyin-bakirsu,17,19,900000
huseyin-bakirsu,16,18,900000
huseyin-bakirsu,15,17,900000
huseyin-bakirsu,14,16,900000
huseyin-bakirsu,12,14,900000
jabez-makanda,19,20,900000
jabez-makanda,17,18,900000
jabez-makanda,16,17,900000
jabez-makanda,15,16,900000
jacob-engel,19,20,900000
jacob-engel,17,18,900000
jacob-engel,16,17,900000
jacob-engel,15,16,900000
jan-zimmermann,20,7,900000
jan-zimmermann,19,6,900000
jip-molenaar,19,20,900000
jip-molenaar,18,19,900000
jip-molenaar,17,18,900000
jip-molenaar,16,17,900000
jonathan-de-guzman,33,20,1080000
jonathan-de-guzman,30,17,1800000
jonathan-de-guzman,29,16,3300000
jonathan-de-guzman,27,14,8550000
jonathan-de-guzman,25,12,5400000
jonathan-de-guzman,24,11,4500000
jonathan-de-guzman,23,10,5850000
jonathan-de-guzman,18,5,5850000
jonathan-de-guzman,17,4,5850000
jonathan-de-guzman,15,2,5850000
kevin-trapp,29,19,9000000
kevin-trapp,28,18,7200000
kevin-trapp,25,15,7200000
kevin-trapp,22,12,2700000
kevin-trapp,18,8,2700000
kevin-trapp,17,7,2700000
kevin-trapp,15,5,2700000
kevin-trapp,14,4,2700000
kevin-trapp,13,3,2700000
kevin-trapp,10,0,2700000
lucas-torro,26,20,2160000
lucas-torro,24,18,720000
lucas-torro,23,17,630000
lucas-torro,22,16,270000
lucas-torro,19,13,270000
lucas-torro,18,12,270000
lucas-torro,16,10,270000
lukas-fahrnberger,19,20,270000
lukas-fahrnberger,18,19,270000
lukas-fahrnberger,16,17,270000
lukas-fahrnberger,15,16,270000
lukas-fahrnberger,14,15,270000
makoto-hasebe,30,14,2250000
makoto-hasebe,29,13,2700000
makoto-hasebe,24,8,1350000
makoto-hasebe,18,2,2700000
marco-russu,25,20,45000
marco-russu,24,19,45000
marco-russu,23,18,68000
marco-russu,22,17,99200
marco-russu,21,16,90000
marco-russu,20,15,45000
marco-russu,19,14,68000
marco-russu,17,12,45000
marijan-cavar,21,19,360000
marijan-cavar,20,18,202500
marijan-cavar,19,17,45000
marijan-cavar,16,14,45000
mario-miltner,28,19,23000
mario-miltner,27,18,68000
mario-miltner,25,16,23000
mario-miltner,24,15,45000
mario-miltner,23,14,45000
mario-miltner,22,13,68000
mario-miltner,21,12,68000
mario-miltner,20,11,23000
mario-miltner,19,10,23000
mario-miltner,18,9,23000
martin-hinteregger,27,19,12600000
martin-hinteregger,24,16,6300000
martin-hinteregger,18,10,8100000
martin-hinteregger,17,9,8100000
martin-hinteregger,15,7,8100000
martin-hinteregger,14,6,8100000
martin-pecar,17,19,8100000
martin-pecar,16,18,8100000
mason-judge,17,19,8100000
mason-judge,16,18,8100000
max-hinke,19,20,8100000
max-hinke,17,18,8100000
max-hinke,16,17,8100000
max-hinke,15,16,8100000
mijat-gacinovic,25,20,6300000
mijat-gacinovic,20,15,1580000
mijat-gacinovic,18,13,1580000
mijat-gacinovic,15,10,1580000
nils-stendera,21,21,135000
nils-stendera,20,20,180000
nils-stendera,19,19,180000
nils-stendera,17,17,180000
nils-stendera,15,15,180000
nils-stendera,14,14,180000
patrick-finger,19,20,180000
patrick-finger,18,19,180000
patrick-finger,17,18,180000
patrick-finger,15,16,180000
patrick-finger,14,15,180000
sahverdi-cetin,20,20,180000
sahverdi-cetin,18,18,180000
sahverdi-cetin,17,17,180000
sahverdi-cetin,15,15,180000
sahverdi-cetin,13,13,180000
sahverdi-cetin,12,12,180000
sebastian-rode,29,19,2250000
sebastian-rode,26,16,7200000
sebastian-rode,24,14,8100000
sebastian-rode,20,10,270000
sebastian-rode,18,8,270000
sebastian-rode,17,7,270000
sebastian-rode,15,5,270000
sebastian-rode,14,4,270000
stefan-ilsanker,31,20,2700000
stefan-ilsanker,26,15,1350000
stefan-ilsanker,23,12,360000
stefan-ilsanker,21,10,293000
stefan-ilsanker,17,6,293000
stefan-ilsanker,16,5,293000
stefan-ilsanker,15,4,293000
stefan-ilsanker,14,3,293000
stefan-ilsanker,12,1,293000
tim-littmann,17,19,293000
tim-littmann,16,18,293000
tim-littmann,13,15,293000
timothy-chandler,24,14,2250000
timothy-chandler,21,11,113000
timothy-chandler,20,10,68000
timothy-chandler,18,8,68000
timothy-chandler,17,7,68000
timothy-chandler,15,5,68000
timothy-chandler,11,1,68000
alexander-schwolow,28,20,6300000
alexander-schwolow,23,15,360000
alexander-schwolow,22,14,225000
alexander-schwolow,20,12,158000
alexander-schwolow,18,10,158000
alexander-schwolow,17,9,158000
alexander-schwolow,16,8,158000
alexander-schwolow,15,7,158000
alexander-schwolow,13,5,158000
amir-abrashi,25,15,2030000
amir-abrashi,21,11,540000
amir-abrashi,20,10,225000
amir-abrashi,18,8,225000
amir-abrashi,17,7,225000
amir-abrashi,16,6,225000
amir-abrashi,15,5,225000
amir-abrashi,13,3,225000
brandon-borrello,26,21,855000
brandon-borrello,25,20,855000
brandon-borrello,23,18,720000
brandon-borrello,22,17,315000
brandon-borrello,19,14,45000
christian-gunter,19,12,45000
christian-gunter,17,10,45000
christian-gunter,15,8,45000
christian-gunter,13,6,45000
dominique-heintz,25,18,6750000
dominique-heintz,22,15,1800000
dominique-heintz,18,11,1800000
dominique-heintz,17,10,1800000
dominique-heintz,16,9,1800000
dominique-heintz,8,1,1800000
florian-kath,27,21,360000
florian-kath,26,20,360000
florian-kath,23,17,248000
florian-kath,22,16,135000
florian-kath,21,15,135000
florian-kath,19,13,135000
florian-kath,18,12,135000
florian-kath,17,11,135000
janik-haberer,22,16,900000
janik-haberer,21,15,270000
janik-haberer,20,14,203000
janik-haberer,18,12,23000
janik-haberer,17,11,23000
janik-haberer,15,9,23000
janik-haberer,12,6,23000
jonathan-schmid,29,19,4500000
jonathan-schmid,26,16,2250000
jonathan-schmid,25,15,4050000
jonathan-schmid,21,11,135000
jonathan-schmid,19,9,45000
jonathan-schmid,18,8,45000
jonathan-schmid,17,7,45000
jonathan-schmid,16,6,45000
jonathan-schmid,15,5,45000
lino-tempelmann,20,19,23000
lino-tempelmann,19,18,135000
lino-tempelmann,18,17,135000
lino-tempelmann,17,16,135000
lino-tempelmann,16,15,135000
lino-tempelmann,14,13,135000
luca-waldschmidt,24,20,14400000
luca-waldschmidt,22,18,2250000
luca-waldschmidt,20,16,900000
luca-waldschmidt,17,13,900000
luca-waldschmidt,15,11,900000
luca-waldschmidt,14,10,900000
luca-waldschmidt,13,9,900000
luca-waldschmidt,11,7,900000
lucas-holer,24,18,810000
lucas-holer,22,16,270000
lucas-holer,20,14,68000
lucas-holer,19,13,68000
lucas-holer,17,11,68000
lucas-holer,15,9,68000
lucas-holer,14,8,68000
lukas-kubler,23,15,630000
lukas-kubler,21,13,135000
lukas-kubler,20,12,68000
lukas-kubler,19,11,68000
lukas-kubler,17,9,68000
lukas-kubler,16,8,68000
lukas-kubler,15,7,68000
manuel-gulde,25,16,900000
manuel-gulde,22,13,450000
manuel-gulde,21,12,180000
manuel-gulde,18,9,180000
manuel-gulde,17,8,180000
manuel-gulde,16,7,180000
mark-flekken,25,18,810000
mark-flekken,23,16,180000
mark-flekken,20,13,225000
mark-flekken,19,12,45000
mark-flekken,17,10,45000
mark-flekken,16,9,45000
mike-frantz,34,20,585000
mike-frantz,28,14,1800000
mike-frantz,22,8,45000
mike-frantz,21,7,45000
mike-frantz,20,6,45000
mike-frantz,19,5,45000
mike-frantz,18,4,45000
mike-frantz,14,0,45000
mike-frantz,12,98,45000
nico-schlotterbeck,21,21,3600000
nico-schlotterbeck,20,20,3600000
nico-schlotterbeck,19,19,270000
nico-schlotterbeck,18,18,270000
nico-schlotterbeck,17,17,270000
nico-schlotterbeck,16,16,270000
nico-schlotterbeck,15,15,270000
nico-schlotterbeck,14,14,270000
nico-schlotterbeck,7,7,270000
nicolas-hofler,23,13,720000
nicolas-hofler,21,11,135000
nicolas-hofler,20,10,135000
nicolas-hofler,19,9,90000
nicolas-hofler,17,7,90000
nicolas-hofler,15,5,90000
nicolas-hofler,11,1,90000
nils-petersen,26,15,2176666.667
nils-petersen,24,13,4500000
nils-petersen,23,12,2700000
nils-petersen,22,11,3600000
nils-petersen,20,9,225000
nils-petersen,18,7,135000
nils-petersen,17,6,135000
nils-petersen,16,5,135000
nils-petersen,15,4,135000
nils-petersen,13,2,135000
nils-petersen,12,1,135000
philipp-lienhart,22,18,2250000
philipp-lienhart,21,17,720000
philipp-lienhart,19,15,720000
philipp-lienhart,18,14,720000
philipp-lienhart,17,13,720000
robin-koch,24,20,15300000
robin-koch,21,17,720000
robin-koch,20,16,90000
robin-koch,19,15,68000
robin-koch,18,14,23000
robin-koch,17,13,23000
robin-koch,15,11,23000
robin-koch,13,9,23000
robin-koch,7,3,23000
roland-sallai,21,18,1800000
roland-sallai,20,17,900000
roland-sallai,19,16,405000
roland-sallai,17,14,405000
roland-sallai,16,13,405000
roland-sallai,15,12,405000
roland-sallai,12,9,405000
roland-sallai,10,7,405000
vincenzo-grifo,26,19,7200000
vincenzo-grifo,25,18,6750000
vincenzo-grifo,24,17,9000000
vincenzo-grifo,22,15,765000
vincenzo-grifo,21,14,360000
vincenzo-grifo,20,13,360000
vincenzo-grifo,19,12,360000
vincenzo-grifo,18,11,360000
vincenzo-grifo,17,10,360000
vincenzo-grifo,15,8,360000
vincenzo-grifo,13,6,360000
yoric-ravet,31,20,653000
yoric-ravet,30,19,1465000
yoric-ravet,28,17,3380000
yoric-ravet,27,16,1800000
yoric-ravet,25,14,540000
yoric-ravet,24,13,450000
yoric-ravet,23,12,450000
yoric-ravet,22,11,540000
yoric-ravet,19,8,450000
alexander-esswein,30,20,720000
alexander-esswein,29,19,900000
alexander-esswein,26,16,2250000
alexander-esswein,24,14,1800000
alexander-esswein,21,11,720000
alexander-esswein,20,10,315000
alexander-esswein,18,8,45000
alexander-esswein,17,7,45000
alexander-esswein,15,5,45000
alexander-esswein,12,2,45000
alexander-esswein,9,99,45000
alexander-esswein,8,98,45000
arne-maier,22,21,12150000
arne-maier,21,20,12150000
arne-maier,18,17,12150000
arne-maier,17,16,12150000
arne-maier,15,14,12150000
arne-maier,9,8,12150000
dedryck-boyata,28,19,1800000
dedryck-boyata,24,15,900000
dedryck-boyata,22,13,1800000
dedryck-boyata,21,12,1800000
dedryck-boyata,20,11,2250000
dedryck-boyata,19,10,450000
dedryck-boyata,18,9,2250000
dodi-lukebakio,22,19,16200000
dodi-lukebakio,21,18,2700000
dodi-lukebakio,20,17,720000
dodi-lukebakio,19,16,900000
dodi-lukebakio,18,15,900000
dodi-lukebakio,17,14,900000
florian-baak,21,20,315000
florian-baak,18,17,315000
florian-baak,17,16,315000
florian-baak,15,14,315000
florian-baak,6,5,315000
javairo-dilrosun,20,18,315000
javairo-dilrosun,18,16,315000
javairo-dilrosun,16,14,315000
javairo-dilrosun,15,13,315000
jessic-ngankam,20,20,270000
jessic-ngankam,19,19,135000
jessic-ngankam,17,17,135000
jessic-ngankam,16,16,135000
jessic-ngankam,6,6,135000
jordan-torunarigha,20,16,113000
jordan-torunarigha,18,15,113000
jordan-torunarigha,16,13,113000
jordan-torunarigha,15,12,113000
jordan-torunarigha,9,6,113000
karim-rekik,25,20,7650000
karim-rekik,22,17,2250000
karim-rekik,20,15,3375000
karim-rekik,18,13,1800000
karim-rekik,17,12,1800000
karim-rekik,16,11,1800000
karim-rekik,14,9,1800000
karim-rekik,7,2,1800000
krzysztof-piatek,25,20,28800000
krzysztof-piatek,24,19,13500000
krzysztof-piatek,23,18,810000
krzysztof-piatek,21,16,450000
krzysztof-piatek,19,14,450000
krzysztof-piatek,18,13,450000
krzysztof-piatek,17,12,450000
lazar-samardzic,18,20,1350000
lazar-samardzic,17,19,1350000
lazar-samardzic,15,17,1350000
lazar-samardzic,7,9,1350000
lukas-klunter,22,18,2700000
lukas-klunter,20,16,180000
lukas-klunter,19,15,180000
lukas-klunter,18,14,180000
lukas-klunter,17,13,180000
marius-wolf,26,21,5850000
marius-wolf,25,20,5850000
marius-wolf,24,19,7200000
marius-wolf,23,18,9000000
marius-wolf,22,17,315000
marius-wolf,21,16,720000
marius-wolf,19,14,67500
marius-wolf,17,12,45000
marius-wolf,16,11,45000
marko-grujic,25,21,13050000
marko-grujic,24,20,13050000
marko-grujic,23,19,18000000
marko-grujic,22,18,4500000
marko-grujic,20,16,3300000
marko-grujic,19,14,2700000
marko-grujic,18,14,2700000
marvin-plattenhardt,22,14,2700000
marvin-plattenhardt,19,11,68000
marvin-plattenhardt,18,10,68000
marvin-plattenhardt,17,9,68000
marvin-plattenhardt,16,8,68000
marvin-plattenhardt,15,7,68000
marvin-plattenhardt,14,6,68000
marvin-plattenhardt,13,5,68000
matheus-cunha,21,20,11700000
matheus-cunha,19,18,1350000
matheus-cunha,18,17,11700000
mathew-leckie,26,17,2250000
mathew-leckie,23,14,1350000
mathew-leckie,22,13,675000
mathew-leckie,21,12,630000
mathew-leckie,20,11,900000
mathew-leckie,18,9,900000
mathew-leckie,16,7,900000
maximilian-mittelstadt,18,15,900000
maximilian-mittelstadt,17,14,900000
maximilian-mittelstadt,16,13,900000
maximilian-mittelstadt,15,12,900000
maximilian-mittelstadt,13,10,900000
muhammed-kiprit,21,20,315000
muhammed-kiprit,20,19,360000
muhammed-kiprit,19,18,180000
muhammed-kiprit,17,16,180000
muhammed-kiprit,16,15,180000
muhammed-kiprit,15,14,180000
niklas-stark,20,15,1800000
niklas-stark,18,13,1800000
niklas-stark,17,12,1800000
niklas-stark,16,11,1800000
niklas-stark,9,4,1800000
niklas-stark,7,2,1800000
palko-dardai,21,20,563000
palko-dardai,18,17,563000
palko-dardai,17,16,563000
palko-dardai,16,15,563000
palko-dardai,15,14,563000
palko-dardai,12,11,563000
palko-dardai,10,9,563000
pascal-kopke,25,20,585000
pascal-kopke,23,18,1800000
pascal-kopke,21,16,315333.3333
pascal-kopke,20,15,360000
pascal-kopke,18,13,360000
